"Project";"Task";"Date";"Start";"End";"Duration";"Comment"
"PhotoOps";"Programming";"2013-10-31";"2013-10-31 17:30:00";"2013-10-31 20:00:00";"02:30:00";"begin designing data structure for lobby prototype"
"PhotoOps";"Programming";"2013-11-01";"2013-11-01 08:45:00";"2013-11-01 12:45:00";"03:59:59";"lobby app"
"PhotoOps";"Programming";"2013-11-01";"2013-11-01 16:15:00";"2013-11-01 17:15:00";"00:59:59";"update udid and certs / app certs
apple expired my certs"
"PhotoOps";"Programming";"2013-11-01";"2013-11-01 19:00:00";"2013-11-01 20:00:00";"01:00:00";"cont lobby prototype
javascript countdown function"
"PhotoOps";"Programming";"2013-11-02";"2013-11-02 09:30:00";"2013-11-02 09:45:00";"00:15:00";"check in / record hours
update task list"
"PhotoOps";"Programming";"2013-11-02";"2013-11-02 10:30:00";"2013-11-02 12:15:00";"01:44:59";"updates / changes to PO Verifier"
"PhotoOps";"Programming";"2013-11-02";"2013-11-02 13:00:00";"2013-11-02 14:45:00";"01:44:59";"lobby prototype -- timer function"
"PhotoOps";"Programming";"2013-11-04";"2013-11-04 09:15:00";"2013-11-04 15:15:00";"05:59:59";"PO Verifier push notifications"
"PhotoOps";"Programming";"2013-11-04";"2013-11-04 17:15:00";"2013-11-04 17:45:00";"00:30:00";""
"PhotoOps";"Programming";"2013-11-04";"2013-11-04 19:15:00";"2013-11-04 21:00:00";"01:44:59";"PO Verifier -- push from different states // test / test  / test
"
"PhotoOps";"Programming";"2013-11-05";"2013-11-05 15:30:00";"2013-11-05 16:00:00";"00:29:59";"PO Verifier testing"
"PhotoOps";"Programming";"2013-11-05";"2013-11-05 16:00:00";"2013-11-05 16:30:00";"00:29:59";"lobby prototype "
"PhotoOps";"Programming";"2013-11-06";"2013-11-06 08:45:00";"2013-11-06 11:00:00";"02:15:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-06";"2013-11-06 11:00:00";"2013-11-06 11:30:00";"00:30:00";"add udids
new certs
"
"PhotoOps";"Programming";"2013-11-06";"2013-11-06 11:30:00";"2013-11-06 13:30:00";"02:00:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-06";"2013-11-06 14:00:00";"2013-11-06 14:30:00";"00:30:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-06";"2013-11-06 16:30:00";"2013-11-06 18:30:00";"02:00:00";"PO Verifier - fix when there is no answer to push"
"PhotoOps";"Programming";"2013-11-07";"2013-11-07 09:00:00";"2013-11-07 10:45:00";"01:45:00";"PO verifier  - UAregistration
changes to verifyImage.php
changes to index.js - verifyImage"
"PhotoOps";"Programming";"2013-11-07";"2013-11-07 11:15:00";"2013-11-07 13:30:00";"02:15:00";"lobby prototype app"
"PhotoOps";"Programming";"2013-11-07";"2013-11-07 13:30:00";"2013-11-07 14:00:00";"00:30:00";"test PO Verifier
"
"PhotoOps";"Programming";"2013-11-07";"2013-11-07 14:00:00";"2013-11-07 15:00:00";"01:00:00";"lobby prototype app"
"PhotoOps";"Programming";"2013-11-07";"2013-11-07 16:45:00";"2013-11-07 18:30:00";"01:44:59";"lobby prototype"
"PhotoOps";"Programming";"2013-11-07";"2013-11-07 18:45:00";"2013-11-07 19:15:00";"00:30:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-08";"2013-11-08 08:45:00";"2013-11-08 11:30:00";"02:45:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-08";"2013-11-08 11:30:00";"2013-11-08 12:00:00";"00:30:00";"research Firebase"
"PhotoOps";"Programming";"2013-11-08";"2013-11-08 13:45:00";"2013-11-08 14:15:00";"00:29:59";"test lobby prototype
make some cosmetic changes
send url"
"PhotoOps";"Programming";"2013-11-09";"2013-11-09 10:30:00";"2013-11-09 13:00:00";"02:29:59";"research push for lobby prototype / sockets"
"PhotoOps";"Programming";"2013-11-11";"2013-11-11 08:45:00";"2013-11-11 10:45:00";"01:59:59";"testing / checking PO verifier get push on cold start
can't find anything wrong
possibly BTMap warning - but that appears to have to relate to BlueTooth"
"PhotoOps";"Programming";"2013-11-11";"2013-11-11 10:45:00";"2013-11-11 12:15:00";"01:29:59";"app polling routine to lobby prototype "
"PhotoOps";"Programming";"2013-11-11";"2013-11-11 15:00:00";"2013-11-11 15:30:00";"00:30:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-11";"2013-11-11 17:15:00";"2013-11-11 18:30:00";"01:15:00";"test PO verifier on iPhone5"
"PhotoOps";"Programming";"2013-11-12";"2013-11-12 08:15:00";"2013-11-12 08:45:00";"00:29:59";"testing PO verifier"
"PhotoOps";"Programming";"2013-11-12";"2013-11-12 09:30:00";"2013-11-12 13:15:00";"03:44:59";"PO verifier
add delay loop
acquire token via another function"
"PhotoOps";"Programming";"2013-11-12";"2013-11-12 17:15:00";"2013-11-12 17:45:00";"00:29:59";"make adHoc 7 "
"PhotoOps";"Programming";"2013-11-13";"2013-11-13 09:00:00";"2013-11-13 12:00:00";"02:59:59";"setup git repository @ assembla"
"PhotoOps";"Programming";"2013-11-14";"2013-11-14 09:45:00";"2013-11-14 13:45:00";"04:00:00";"lobby prototype
make changes"
"PhotoOps";"Programming";"2013-11-14";"2013-11-14 16:15:00";"2013-11-14 17:00:00";"00:44:59";"add UDID
make new provisioning profile
build PO verifier"
"PhotoOps";"Programming";"2013-11-14";"2013-11-14 17:45:00";"2013-11-14 19:00:00";"01:15:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-15";"2013-11-15 07:15:00";"2013-11-15 09:00:00";"01:45:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-15";"2013-11-15 10:15:00";"2013-11-15 11:15:00";"00:59:59";"lobby prototype"
"PhotoOps";"Programming";"2013-11-15";"2013-11-15 11:30:00";"2013-11-15 15:00:00";"03:30:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-15";"2013-11-15 16:30:00";"2013-11-15 17:15:00";"00:44:59";"lobby prototype"
"PhotoOps";"Programming";"2013-11-16";"2013-11-16 08:45:00";"2013-11-16 10:00:00";"01:15:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-16";"2013-11-16 10:15:00";"2013-11-16 10:30:00";"00:15:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-16";"2013-11-16 14:00:00";"2013-11-16 16:15:00";"02:15:00";"lobby prototype"
"PhotoOps";"Programming";"2013-11-16";"2013-11-16 17:00:00";"2013-11-16 17:45:00";"00:45:00";"working on git"
"PhotoOps";"Programming";"2013-11-18";"2013-11-18 09:30:00";"2013-11-18 10:00:00";"00:29:59";"clean up lobby prototype code"
"PhotoOps";"Programming";"2013-11-18";"2013-11-18 10:00:00";"2013-11-18 14:00:00";"04:00:00";"mvp - hubs detail"
"PhotoOps";"Programming";"2013-11-19";"2013-11-19 11:00:00";"2013-11-19 12:00:00";"00:59:59";"fix view / splash screen / status bar issues"
"PhotoOps";"Programming";"2013-11-19";"2013-11-19 12:00:00";"2013-11-19 14:30:00";"02:30:00";"hub detail page"
"PhotoOps";"Programming";"2013-11-19";"2013-11-19 16:30:00";"2013-11-19 17:00:00";"00:29:59";"header"
"PhotoOps";"Programming";"2013-11-20";"2013-11-20 08:45:00";"2013-11-20 10:30:00";"01:44:59";"hub detail page"
"PhotoOps";"Programming";"2013-11-20";"2013-11-20 13:45:00";"2013-11-20 14:45:00";"00:59:59";""
"PhotoOps";"Programming";"2013-11-20";"2013-11-20 16:30:00";"2013-11-20 17:30:00";"00:59:59";"hub detail page"
"PhotoOps";"Programming";"2013-11-20";"2013-11-20 18:15:00";"2013-11-20 20:00:00";"01:45:00";""
"PhotoOps";"Programming";"2013-11-21";"2013-11-21 09:00:00";"2013-11-21 11:00:00";"02:00:00";""
"PhotoOps";"Programming";"2013-11-21";"2013-11-21 16:30:00";"2013-11-21 18:00:00";"01:30:00";""
"PhotoOps";"Programming";"2013-11-22";"2013-11-22 12:15:00";"2013-11-22 15:00:00";"02:44:59";"hub detail page 
icons
splash screens"
"PhotoOps";"Programming";"2013-11-22";"2013-11-22 16:30:00";"2013-11-22 17:00:00";"00:30:00";"build adhoc"
"PhotoOps";"Programming";"2013-11-23";"2013-11-23 09:15:00";"2013-11-23 14:00:00";"04:45:00";"hub detail page"
"PhotoOps";"Programming";"2013-11-25";"2013-11-25 09:00:00";"2013-11-25 11:45:00";"02:44:59";"hub detail page -- page update dynamic after quick move"
"PhotoOps";"Programming";"2013-11-25";"2013-11-25 12:15:00";"2013-11-25 14:00:00";"01:45:00";"git
figured out how to add / remove files / DIRs"
"PhotoOps";"Programming";"2013-11-25";"2013-11-25 14:00:00";"2013-11-25 15:00:00";"00:59:59";"start up issues
fbImage
"
"PhotoOps";"Programming";"2013-11-25";"2013-11-25 16:45:00";"2013-11-25 19:00:00";"02:15:00";"start up issues"
"PhotoOps";"Programming";"2013-11-26";"2013-11-26 09:45:00";"2013-11-26 10:45:00";"01:00:00";"start up issues "
"PhotoOps";"Programming";"2013-11-26";"2013-11-26 13:45:00";"2013-11-26 14:30:00";"00:45:00";"start up issues"
"PhotoOps";"Programming";"2013-11-26";"2013-11-26 16:45:00";"2013-11-26 19:00:00";"02:15:00";"start up issues"
"PhotoOps";"Programming";"2013-11-26";"2013-11-26 19:45:00";"2013-11-26 20:15:00";"00:30:01";""
"PhotoOps";"Programming";"2013-11-27";"2013-11-27 10:15:00";"2013-11-27 14:15:00";"04:00:01";"start up issues"
"PhotoOps";"Programming";"2013-11-27";"2013-11-27 16:15:00";"2013-11-27 18:30:00";"02:15:01";"start up issues"
"PhotoOps";"Programming";"2013-11-27";"2013-11-27 18:00:00";"2013-11-27 18:30:00";"00:30:00";"game lobby"
"PhotoOps";"Programming";"2013-11-28";"2013-11-28 10:30:00";"2013-11-28 11:00:00";"00:30:00";"pict taking resolution issues"
"PhotoOps";"Programming";"2013-11-28";"2013-11-28 11:00:00";"2013-11-28 11:30:00";"00:30:01";"fix white bar - artifact from ios7 / camera"
"PhotoOps";"Programming";"2013-11-28";"2013-11-28 11:30:00";"2013-11-28 12:30:00";"01:00:00";"game lobby"
"PhotoOps";"Programming";"2013-11-29";"2013-11-29 14:00:00";"2013-11-29 14:30:00";"00:30:00";"logout / login issue"
"PhotoOps";"Programming";"2013-11-29";"2013-11-29 10:30:00";"2013-11-29 14:00:00";"03:30:00";"game lobby"
"PhotoOps";"Programming";"2013-11-29";"2013-11-29 16:00:00";"2013-11-29 17:00:00";"01:00:01";"logout / login issue"
"PhotoOps";"Programming";"2013-11-30";"2013-11-30 09:30:00";"2013-11-30 10:00:00";"00:30:00";"login / logout issue"
"PhotoOps";"Programming";"2013-11-30";"2013-11-30 10:15:00";"2013-11-30 10:30:00";"00:15:00";"login / logout issue"
"PhotoOps";"Programming";"2013-11-30";"2013-11-30 14:30:00";"2013-11-30 15:00:00";"00:30:01";"logout / login issue fb"
"PhotoOps";"Programming";"2013-12-02";"2013-12-02 09:45:00";"2013-12-02 14:15:00";"04:30:00";"logout / login issue
discovered webkit bug"
"PhotoOps";"Programming";"2013-12-02";"2013-12-02 14:30:00";"2013-12-02 15:00:00";"00:30:01";"logout / login issue"
"PhotoOps";"Programming";"2013-12-02";"2013-12-02 17:30:00";"2013-12-02 19:15:00";"01:44:59";"logout / login issue"
"PhotoOps";"Programming";"2013-12-03";"2013-12-03 09:45:00";"2013-12-03 13:15:00";"03:30:00";"start up issues / timing"
"PhotoOps";"Programming";"2013-12-03";"2013-12-03 14:15:00";"2013-12-03 15:00:00";"00:45:00";""
"PhotoOps";"Programming";"2013-12-03";"2013-12-03 16:30:00";"2013-12-03 17:30:00";"01:00:01";""
"PhotoOps";"Programming";"2013-12-03";"2013-12-03 17:45:00";"2013-12-03 19:00:00";"01:15:01";"game lobby count down timer"
"PhotoOps";"Programming";"2013-12-04";"2013-12-04 09:45:00";"2013-12-04 13:00:00";"03:15:01";"game timer"
"PhotoOps";"Programming";"2013-12-04";"2013-12-04 13:00:00";"2013-12-04 14:00:00";"00:59:59";"game lobby info"
"PhotoOps";"Programming";"2013-12-04";"2013-12-04 16:00:00";"2013-12-04 17:00:00";"00:59:59";"hubs page -- drop shadow / spacing issues around Featured Hubs Nav"
"PhotoOps";"Programming";"2013-12-04";"2013-12-04 19:00:00";"2013-12-04 20:13:02";"01:13:02";"testing / avatar save OK
build adHoc6"
"PhotoOps";"Programming";"2013-12-04";"2013-12-04 20:13:06";"2013-12-04 20:13:07";"00:00:00";""
"JMM";"Gen Programming";"2013-01-14";"2013-01-14 11:30:00";"2013-01-14 15:45:00";"04:14:59";""
"JMM";"Gen Programming";"2013-01-14";"2013-01-14 17:15:00";"2013-01-14 18:30:00";"01:15:00";""
"JMM";"Gen Programming";"2013-01-15";"2013-01-15 09:45:00";"2013-01-15 10:30:00";"00:45:00";""
"JMM";"Gen Programming";"2013-01-15";"2013-01-15 10:45:00";"2013-01-15 14:45:00";"03:59:59";""
"JMM";"Gen Programming";"2013-01-15";"2013-01-15 16:45:00";"2013-01-15 18:45:00";"01:59:59";""
"JMM";"Gen Programming";"2013-01-16";"2013-01-16 09:00:00";"2013-01-16 13:00:00";"03:59:59";""
"JMM";"Gen Programming";"2013-01-16";"2013-01-16 13:30:00";"2013-01-16 14:30:00";"01:00:00";""
"JMM";"Gen Programming";"2013-01-17";"2013-01-17 09:15:00";"2013-01-17 11:00:00";"01:45:00";""
"JMM";"Gen Programming";"2013-01-18";"2013-01-18 09:30:00";"2013-01-18 12:00:00";"02:30:00";""
"JMM";"Gen Programming";"2013-01-21";"2013-01-21 14:30:00";"2013-01-21 15:00:00";"00:30:00";""
"JMM";"Gen Programming";"2013-01-22";"2013-01-22 12:30:00";"2013-01-22 15:30:00";"03:00:00";"provide mysql access to Canadian Firm"
"JMM";"Gen Programming";"2013-01-22";"2013-01-22 16:30:00";"2013-01-22 18:30:00";"01:59:59";""
"JMM";"Gen Programming";"2013-01-23";"2013-01-23 10:00:00";"2013-01-23 12:15:00";"02:14:59";""
"JMM";"Gen Programming";"2013-01-23";"2013-01-23 13:45:00";"2013-01-23 14:45:00";"00:59:59";""
"JMM";"Gen Programming";"2013-01-25";"2013-01-25 10:30:00";"2013-01-25 13:15:00";"02:45:00";"moolala codes
new ls australia codes
sent to everyone"
"JMM";"Gen Programming";"2013-01-27";"2013-01-27 08:15:00";"2013-01-27 10:00:00";"01:45:00";"emergency test of db totsey codes
charge for 4 hrs"
"JMM";"Gen Programming";"2013-01-28";"2013-01-28 08:30:00";"2013-01-28 10:15:00";"01:44:59";"additional 200 codes for totsy"
"JMM";"Gen Programming";"2013-01-28";"2013-01-28 13:45:00";"2013-01-28 14:00:00";"00:15:00";"remove wyatt from dvd database table"
"JMM";"Gen Programming";"2013-01-28";"2013-01-28 14:00:00";"2013-01-28 14:30:00";"00:29:59";"fix invoice number on bulk template"
"JMM";"Gen Programming";"2013-01-28";"2013-01-28 16:45:00";"2013-01-28 17:30:00";"00:45:00";"MX record change"
"JMM";"Gen Programming";"2013-01-29";"2013-01-29 09:00:00";"2013-01-29 12:00:00";"03:00:00";""
"JMM";"Gen Programming";"2013-01-29";"2013-01-29 16:30:00";"2013-01-29 17:30:00";"00:59:59";"throughly test LS Australia for shipping issues"
"JMM";"Gen Programming";"2013-01-29";"2013-01-29 19:00:00";"2013-01-29 20:00:00";"01:00:00";"again tested LS Australia
found that Paul choose FedEx International instead of free shipping"
"JMM";"Gen Programming";"2013-01-30";"2013-01-30 11:00:00";"2013-01-30 12:30:00";"01:30:00";"another 200 totsey codes
misc email tasks"
"JMM";"Gen Programming";"2013-01-31";"2013-01-31 12:00:00";"2013-01-31 14:45:00";"02:45:00";"fix site attack"
"JMM";"Gen Programming";"2013-02-01";"2013-02-01 09:00:00";"2013-02-01 15:00:00";"06:00:00";""
"JMM";"Gen Programming";"2013-02-01";"2013-02-01 17:00:00";"2013-02-01 18:00:00";"00:59:59";""
"JMM";"Gen Programming";"2013-02-02";"2013-02-02 10:00:00";"2013-02-02 11:30:00";"01:30:00";"added code to checkout page - notice to enter code first"
"JMM";"Gen Programming";"2013-02-04";"2013-02-04 10:00:00";"2013-02-04 11:45:00";"01:44:59";""
"JMM";"Gen Programming";"2013-02-05";"2013-02-05 09:30:00";"2013-02-05 11:00:00";"01:30:00";"begin writing program to send thank you email"
"JMM";"Gen Programming";"2013-02-06";"2013-02-06 09:30:00";"2013-02-06 13:30:00";"03:59:59";""
"JMM";"Gen Programming";"2013-02-06";"2013-02-06 14:15:00";"2013-02-06 14:30:00";"00:15:00";""
"JMM";"Gen Programming";"2013-02-07";"2013-02-07 09:30:00";"2013-02-07 14:45:00";"05:14:59";""
"JMM";"Gen Programming";"2013-02-08";"2013-02-08 10:00:00";"2013-02-08 15:00:00";"04:59:59";""
"JMM";"Gen Programming";"2013-02-09";"2013-02-09 09:00:00";"2013-02-09 15:00:00";"06:00:00";""
"JMM";"Gen Programming";"2013-02-11";"2013-02-11 08:45:00";"2013-02-11 14:30:00";"05:45:00";""
"JMM";"Gen Programming";"2013-02-11";"2013-02-11 17:15:00";"2013-02-11 18:00:00";"00:45:00";""
"JMM";"Gen Programming";"2013-02-13";"2013-02-13 10:00:00";"2013-02-13 14:45:00";"04:45:00";""
"JMM";"Gen Programming";"2013-02-13";"2013-02-13 19:00:00";"2013-02-13 21:00:00";"02:00:00";""
"JMM";"Gen Programming";"2013-02-14";"2013-02-14 08:00:00";"2013-02-14 13:30:00";"05:30:00";""
"JMM";"Gen Programming";"2013-02-15";"2013-02-15 09:00:00";"2013-02-15 11:00:00";"01:59:59";""
"JMM";"Gen Programming";"2013-02-15";"2013-02-15 12:00:00";"2013-02-15 14:45:00";"02:45:00";""
"JMM";"Gen Programming";"2013-02-16";"2013-02-16 09:00:00";"2013-02-16 15:00:00";"05:59:59";""
"JMM";"Gen Programming";"2013-02-18";"2013-02-18 09:30:00";"2013-02-18 13:30:00";"03:59:59";""
"JMM";"Gen Programming";"2013-02-18";"2013-02-18 17:45:00";"2013-02-18 18:15:00";"00:30:00";""
"JMM";"Gen Programming";"2013-02-19";"2013-02-19 09:15:00";"2013-02-19 15:00:00";"05:44:59";""
"JMM";"Gen Programming";"2013-02-20";"2013-02-20 10:00:00";"2013-02-20 14:15:00";"04:15:00";""
"JMM";"Gen Programming";"2013-02-21";"2013-02-21 10:00:00";"2013-02-21 12:00:00";"02:00:00";""
"JMM";"Gen Programming";"2013-02-22";"2013-02-22 13:30:00";"2013-02-22 14:30:00";"01:00:00";""
"JMM";"Gen Programming";"2013-02-25";"2013-02-25 09:00:00";"2013-02-25 10:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-02-25";"2013-02-25 13:00:00";"2013-02-25 14:30:00";"01:30:00";"sent another batch of emails
installed order confirmation email / test / confirm"
"JMM";"Gen Programming";"2013-02-25";"2013-02-25 16:45:00";"2013-02-25 18:00:00";"01:15:00";""
"JMM";"Gen Programming";"2013-02-26";"2013-02-26 09:30:00";"2013-02-26 13:30:00";"03:59:59";""
"JMM";"Gen Programming";"2013-02-27";"2013-02-27 10:00:00";"2013-02-27 12:30:00";"02:29:59";"revised / rewrote thank you email
sent another batch of thank you emails"
"JMM";"Gen Programming";"2013-02-28";"2013-02-28 09:00:00";"2013-02-28 12:30:00";"03:30:00";""
"JMM";"Gen Programming";"2013-02-28";"2013-02-28 13:30:00";"2013-02-28 15:00:00";"01:30:00";""
"JMM";"Gen Programming";"2013-03-01";"2013-03-01 08:15:00";"2013-03-01 13:00:00";"04:45:00";""
"JMM";"Gen Programming";"2013-03-02";"2013-03-02 08:45:00";"2013-03-02 13:15:00";"04:29:59";"various issues / video upload"
"JMM";"Gen Programming";"2013-03-04";"2013-03-04 08:45:00";"2013-03-04 13:45:00";"05:00:00";""
"JMM";"Gen Programming";"2013-03-05";"2013-03-05 09:30:00";"2013-03-05 13:15:00";"03:45:00";""
"JMM";"Gen Programming";"2013-03-07";"2013-03-07 08:45:00";"2013-03-07 10:45:00";"01:59:59";"group on 1 codes - create, upload, email, test"
"JMM";"Gen Programming";"2013-03-08";"2013-03-08 08:45:00";"2013-03-08 15:00:00";"06:14:59";""
"JMM";"Gen Programming";"2013-03-08";"2013-03-08 17:00:00";"2013-03-08 18:30:00";"01:30:00";""
"JMM";"Gen Programming";"2013-03-09";"2013-03-09 09:45:00";"2013-03-09 13:45:00";"03:59:59";""
"JMM";"Gen Programming";"2013-03-11";"2013-03-11 09:00:00";"2013-03-11 13:00:00";"03:59:59";"fix template
prepare for mass emailing for easter"
"JMM";"Gen Programming";"2013-03-12";"2013-03-12 09:00:00";"2013-03-12 14:00:00";"05:00:00";""
"JMM";"Gen Programming";"2013-03-12";"2013-03-12 18:00:00";"2013-03-12 19:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-03-13";"2013-03-13 11:45:00";"2013-03-13 15:00:00";"03:14:59";""
"JMM";"Gen Programming";"2013-03-14";"2013-03-14 10:00:00";"2013-03-14 14:00:00";"04:00:00";""
"JMM";"Gen Programming";"2013-03-14";"2013-03-14 14:00:00";"2013-03-14 15:00:00";"01:00:00";"add codes for promo"
"JMM";"Gen Programming";"2013-03-15";"2013-03-15 09:00:00";"2013-03-15 16:00:00";"06:59:59";""
"JMM";"Gen Programming";"2013-03-15";"2013-03-15 19:00:00";"2013-03-15 21:30:00";"02:29:59";""
"JMM";"Gen Programming";"2013-03-16";"2013-03-16 09:00:00";"2013-03-16 12:00:00";"03:00:00";""
"JMM";"Gen Programming";"2013-03-16";"2013-03-16 12:15:00";"2013-03-16 12:45:00";"00:30:00";""
"JMM";"Gen Programming";"2013-03-16";"2013-03-16 14:00:00";"2013-03-16 15:00:00";"01:00:00";"clean up mailing list"
"JMM";"Gen Programming";"2013-03-18";"2013-03-18 09:00:00";"2013-03-18 11:00:00";"02:00:00";"an additional 500 totsy codes
"
"JMM";"Gen Programming";"2013-03-18";"2013-03-18 10:30:00";"2013-03-18 13:00:00";"02:29:59";""
"JMM";"Gen Programming";"2013-03-18";"2013-03-18 14:15:00";"2013-03-18 15:30:00";"01:15:00";""
"JMM";"Gen Programming";"2013-03-18";"2013-03-18 17:45:00";"2013-03-18 19:15:00";"01:30:00";"searching for problem with New Zealand"
"JMM";"Gen Programming";"2013-03-19";"2013-03-19 09:00:00";"2013-03-19 13:45:00";"04:45:00";""
"JMM";"Gen Programming";"2013-03-20";"2013-03-20 09:00:00";"2013-03-20 11:45:00";"02:44:59";"new zealand issue resolved
sent thank you email"
"JMM";"Gen Programming";"2013-03-21";"2013-03-21 11:00:00";"2013-03-21 13:15:00";"02:15:00";""
"JMM";"Gen Programming";"2013-03-22";"2013-03-22 08:45:00";"2013-03-22 13:30:00";"04:45:00";""
"JMM";"Gen Programming";"2013-03-23";"2013-03-23 09:30:00";"2013-03-23 12:00:00";"02:29:59";"failed order email"
"JMM";"Gen Programming";"2013-03-25";"2013-03-25 10:00:00";"2013-03-25 12:00:00";"01:59:59";""
"JMM";"Gen Programming";"2013-03-26";"2013-03-26 09:00:00";"2013-03-26 12:00:00";"03:00:00";"failed email etc"
"JMM";"Gen Programming";"2013-03-27";"2013-03-27 10:00:00";"2013-03-27 12:00:00";"02:00:00";""
"JMM";"Gen Programming";"2013-03-28";"2013-03-28 11:00:00";"2013-03-28 12:45:00";"01:45:00";"implement failed email on server"
"JMM";"Gen Programming";"2013-03-29";"2013-03-29 08:30:00";"2013-03-29 09:30:00";"00:59:59";""
"JMM";"Gen Programming";"2013-04-01";"2013-04-01 11:30:00";"2013-04-01 15:00:00";"03:30:00";"totsy $2 shipping"
"JMM";"Gen Programming";"2013-04-01";"2013-04-01 17:30:00";"2013-04-01 19:30:00";"01:59:59";""
"JMM";"Gen Programming";"2013-04-02";"2013-04-02 08:45:00";"2013-04-02 13:30:00";"04:45:00";"soft 404 error
$2 totsy"
"JMM";"Gen Programming";"2013-04-03";"2013-04-03 09:00:00";"2013-04-03 12:30:00";"03:29:59";"soft 404 error
created 404.php page
$2 totsy expanded function"
"JMM";"Gen Programming";"2013-04-04";"2013-04-04 09:45:00";"2013-04-04 13:15:00";"03:30:00";""
"JMM";"Gen Programming";"2013-04-05";"2013-04-05 13:30:00";"2013-04-05 15:00:00";"01:29:59";""
"JMM";"Gen Programming";"2013-04-06";"2013-04-06 10:45:00";"2013-04-06 11:00:00";"00:14:59";"add spam filtering for bchang"
"JMM";"Gen Programming";"2013-04-08";"2013-04-08 09:30:00";"2013-04-08 12:15:00";"02:44:59";"$2 totsy premimum"
"JMM";"Gen Programming";"2013-04-09";"2013-04-09 09:15:00";"2013-04-09 09:30:00";"00:15:00";""
"JMM";"Gen Programming";"2013-04-09";"2013-04-09 11:45:00";"2013-04-09 12:30:00";"00:44:59";""
"JMM";"Gen Programming";"2013-04-10";"2013-04-10 08:45:00";"2013-04-10 12:15:00";"03:30:00";""
"JMM";"Gen Programming";"2013-04-11";"2013-04-11 09:00:00";"2013-04-11 13:00:00";"03:59:59";""
"JMM";"Gen Programming";"2013-04-11";"2013-04-11 14:00:00";"2013-04-11 14:30:00";"00:29:59";""
"JMM";"Gen Programming";"2013-04-11";"2013-04-11 17:00:00";"2013-04-11 17:45:16";"00:45:15";""
"JMM";"Gen Programming";"2013-04-12";"2013-04-12 11:00:00";"2013-04-12 12:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-04-13";"2013-04-13 09:45:00";"2013-04-13 11:15:00";"01:30:00";"codes to Dana etc"
"JMM";"Gen Programming";"2013-04-15";"2013-04-15 10:30:00";"2013-04-15 12:30:00";"01:59:59";"begin seo research"
"JMM";"Gen Programming";"2013-04-16";"2013-04-16 09:00:00";"2013-04-16 13:30:00";"04:30:00";""
"JMM";"Gen Programming";"2013-04-17";"2013-04-17 10:00:00";"2013-04-17 13:30:00";"03:30:00";"SEO landing pages"
"JMM";"Gen Programming";"2013-04-18";"2013-04-18 09:00:00";"2013-04-18 13:30:00";"04:29:59";"finish landing pages
install seo plugin / configure
add on-page meta for products"
"JMM";"Gen Programming";"2013-04-19";"2013-04-19 13:30:00";"2013-04-19 14:30:00";"01:00:00";""
"JMM";"Gen Programming";"2013-04-22";"2013-04-22 11:45:00";"2013-04-22 12:30:00";"00:45:00";""
"JMM";"Gen Programming";"2013-04-23";"2013-04-23 11:30:00";"2013-04-23 13:00:00";"01:29:59";""
"JMM";"Gen Programming";"2013-04-25";"2013-04-25 09:45:00";"2013-04-25 13:15:00";"03:29:59";""
"JMM";"Gen Programming";"2013-04-26";"2013-04-26 10:15:00";"2013-04-26 14:30:00";"04:15:00";"prepare  / send mass email"
"JMM";"Gen Programming";"2013-04-27";"2013-04-27 11:00:00";"2013-04-27 15:00:00";"04:00:00";""
"JMM";"Gen Programming";"2013-04-29";"2013-04-29 09:30:00";"2013-04-29 11:00:00";"01:29:59";""
"JMM";"Gen Programming";"2013-04-30";"2013-04-30 10:15:00";"2013-04-30 13:00:00";"02:44:59";""
"JMM";"Gen Programming";"2013-04-30";"2013-04-30 18:00:00";"2013-04-30 18:30:00";"00:30:00";"research paypal
"
"JMM";"Gen Programming";"2013-05-01";"2013-05-01 09:00:00";"2013-05-01 12:00:00";"03:00:00";""
"JMM";"Gen Programming";"2013-05-02";"2013-05-02 11:00:00";"2013-05-02 12:00:00";"00:59:59";""
"JMM";"Gen Programming";"2013-05-03";"2013-05-03 09:30:00";"2013-05-03 14:15:00";"04:44:59";""
"JMM";"Gen Programming";"2013-05-06";"2013-05-06 13:15:00";"2013-05-06 13:45:00";"00:30:00";""
"JMM";"Gen Programming";"2013-05-07";"2013-05-07 12:30:00";"2013-05-07 14:00:00";"01:30:00";""
"JMM";"Gen Programming";"2013-05-08";"2013-05-08 12:00:00";"2013-05-08 14:00:00";"02:00:00";"add australia
regular tasks
"
