"Project";"Task";"Date";"Start";"End";"Duration";"Comment"
"JMM";"Gen Programming";"2013-05-09";"2013-05-09 10:30:00";"2013-05-09 13:30:00";"03:00:00";""
"JMM";"Gen Programming";"2013-05-10";"2013-05-10 12:15:00";"2013-05-10 13:30:00";"01:15:00";""
"JMM";"Gen Programming";"2013-05-13";"2013-05-13 09:00:00";"2013-05-13 11:00:00";"01:59:59";"cleaned up code on index page / header / flex slider"
"JMM";"Gen Programming";"2013-05-14";"2013-05-14 11:00:00";"2013-05-14 12:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-05-15";"2013-05-15 12:45:00";"2013-05-15 14:30:00";"01:45:00";""
"JMM";"Gen Programming";"2013-05-16";"2013-05-16 12:30:00";"2013-05-16 15:00:00";"02:30:00";""
"JMM";"Gen Programming";"2013-05-17";"2013-05-17 09:00:00";"2013-05-17 13:30:00";"04:30:00";"special order page
server software"
"JMM";"Gen Programming";"2013-05-20";"2013-05-20 17:00:00";"2013-05-20 19:00:00";"02:00:00";"special orders page"
"JMM";"Gen Programming";"2013-05-20";"2013-05-20 09:00:00";"2013-05-20 10:00:00";"01:00:00";"target background in iframe / special order pages"
"JMM";"Gen Programming";"2013-05-21";"2013-05-21 09:00:00";"2013-05-21 15:00:00";"06:00:00";"created program to query corp.justmemusic.com server"
"JMM";"Gen Programming";"2013-05-23";"2013-05-23 10:00:00";"2013-05-23 15:15:00";"05:14:59";""
"JMM";"Gen Programming";"2013-05-24";"2013-05-24 09:45:00";"2013-05-24 15:00:00";"05:14:59";""
"JMM";"Gen Programming";"2013-05-25";"2013-05-25 10:30:00";"2013-05-25 14:00:00";"03:29:59";""
"JMM";"Gen Programming";"2013-05-27";"2013-05-27 10:00:00";"2013-05-27 14:15:00";"04:15:00";""
"JMM";"Gen Programming";"2013-05-28";"2013-05-28 10:15:00";"2013-05-28 13:45:00";"03:29:59";""
"JMM";"Gen Programming";"2013-05-29";"2013-05-29 11:00:00";"2013-05-29 15:00:00";"04:00:00";""
"JMM";"Gen Programming";"2013-05-30";"2013-05-30 10:00:00";"2013-05-30 15:00:00";"05:00:00";""
"JMM";"Gen Programming";"2013-05-31";"2013-05-31 12:15:00";"2013-05-31 15:30:00";"03:15:00";""
"JMM";"Gen Programming";"2013-06-01";"2013-06-01 11:30:00";"2013-06-01 12:30:00";"01:00:00";""
"JMM";"Gen Programming";"2013-06-03";"2013-06-03 11:15:00";"2013-06-03 14:15:00";"02:59:59";""
"JMM";"Gen Programming";"2013-06-04";"2013-06-04 11:15:00";"2013-06-04 14:45:00";"03:30:00";""
"JMM";"Gen Programming";"2013-06-05";"2013-06-05 10:15:00";"2013-06-05 15:00:00";"04:45:00";""
"JMM";"Gen Programming";"2013-06-06";"2013-06-06 10:00:02";"2013-06-06 14:45:00";"04:44:58";""
"JMM";"Gen Programming";"2013-06-07";"2013-06-07 09:00:00";"2013-06-07 09:15:00";"00:15:00";""
"JMM";"Gen Programming";"2013-06-08";"2013-06-08 09:00:13";"2013-06-08 15:00:00";"05:59:46";"various stuff + figured out how to charge for greeting card"
"JMM";"Gen Programming";"2013-06-10";"2013-06-10 10:00:00";"2013-06-10 15:00:00";"05:00:00";""
"JMM";"Gen Programming";"2013-06-11";"2013-06-11 09:00:00";"2013-06-11 13:45:00";"04:45:00";"implement / test greeting card routines"
"JMM";"Gen Programming";"2013-06-11";"2013-06-11 16:15:00";"2013-06-11 17:00:00";"00:44:59";"singapore"
"JMM";"Gen Programming";"2013-06-12";"2013-06-12 08:00:00";"2013-06-12 09:00:00";"01:00:00";"letter regarding current / future work"
"JMM";"Gen Programming";"2013-06-12";"2013-06-12 10:00:00";"2013-06-12 10:45:00";"00:45:00";""
"JMM";"Gen Programming";"2013-06-12";"2013-06-12 11:00:00";"2013-06-12 14:00:00";"02:59:59";""
"JMM";"Gen Programming";"2013-06-13";"2013-06-13 09:30:00";"2013-06-13 15:15:00";"05:44:59";""
"JMM";"Gen Programming";"2013-06-14";"2013-06-14 09:45:00";"2013-06-14 14:30:00";"04:44:59";""
"JMM";"Gen Programming";"2013-06-15";"2013-06-15 11:30:00";"2013-06-15 15:00:00";"03:30:00";""
"JMM";"Gen Programming";"2013-06-17";"2013-06-17 11:30:00";"2013-06-17 12:15:01";"00:45:01";"emails etc regarding project"
"JMM";"Gen Programming";"2013-06-17";"2013-06-17 12:15:00";"2013-06-17 15:15:00";"03:00:00";"edit source code to improve performance / remove comments"
"JMM";"Gen Programming";"2013-06-18";"2013-06-18 11:00:00";"2013-06-18 14:45:00";"03:45:00";""
"JMM";"Gen Programming";"2013-06-18";"2013-06-18 17:00:00";"2013-06-18 18:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-06-19";"2013-06-19 14:00:00";"2013-06-19 15:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-06-20";"2013-06-20 10:45:00";"2013-06-20 14:00:00";"03:15:00";""
"JMM";"Gen Programming";"2013-06-21";"2013-06-21 09:00:00";"2013-06-21 11:30:00";"02:30:00";"
"
"JMM";"Gen Programming";"2013-06-24";"2013-06-24 10:00:00";"2013-06-24 13:30:00";"03:30:00";""
"JMM";"Gen Programming";"2013-06-25";"2013-06-25 10:45:00";"2013-06-25 13:15:00";"02:30:00";""
"JMM";"Gen Programming";"2013-06-26";"2013-06-26 09:45:00";"2013-06-26 10:15:00";"00:30:00";""
"JMM";"Gen Programming";"2013-06-27";"2013-06-27 09:00:00";"2013-06-27 09:30:00";"00:29:59";""
"JMM";"Gen Programming";"2013-06-28";"2013-06-28 14:00:00";"2013-06-28 14:15:00";"00:15:00";""
"JMM";"Gen Programming";"2013-07-01";"2013-07-01 11:00:00";"2013-07-01 11:30:00";"00:30:00";""
"JMM";"Gen Programming";"2013-07-02";"2013-07-02 08:30:00";"2013-07-02 08:45:00";"00:14:59";""
"JMM";"Gen Programming";"2013-07-03";"2013-07-03 09:15:00";"2013-07-03 09:30:00";"00:15:00";""
"JMM";"Gen Programming";"2013-07-04";"2013-07-04 11:15:00";"2013-07-04 11:30:00";"00:15:00";""
"JMM";"Gen Programming";"2013-07-05";"2013-07-05 09:15:00";"2013-07-05 11:15:00";"02:00:00";""
"JMM";"Gen Programming";"2013-07-08";"2013-07-08 08:45:00";"2013-07-08 11:00:00";"02:14:59";""
"JMM";"Gen Programming";"2013-07-08";"2013-07-08 12:15:00";"2013-07-08 13:00:00";"00:44:59";""
"JMM";"Gen Programming";"2013-07-08";"2013-07-08 17:00:00";"2013-07-08 17:30:00";"00:30:00";""
"JMM";"Gen Programming";"2013-07-09";"2013-07-09 10:00:00";"2013-07-09 13:30:00";"03:29:59";""
"JMM";"Gen Programming";"2013-07-10";"2013-07-10 09:00:00";"2013-07-10 11:00:00";"01:59:59";""
"JMM";"Gen Programming";"2013-07-10";"2013-07-10 13:00:00";"2013-07-10 13:15:00";"00:14:59";"write letter to client
"
"JMM";"Gen Programming";"2013-07-10";"2013-07-10 15:00:00";"2013-07-10 15:30:00";"00:30:00";"monitor reseller server performance"
"JMM";"Gen Programming";"2013-07-11";"2013-07-11 09:00:00";"2013-07-11 12:00:00";"02:59:59";""
"JMM";"Gen Programming";"2013-07-12";"2013-07-12 10:00:00";"2013-07-12 11:15:00";"01:15:00";""
"JMM";"Gen Programming";"2013-07-13";"2013-07-13 11:30:00";"2013-07-13 12:00:00";"00:30:00";""
"JMM";"Gen Programming";"2013-07-15";"2013-07-15 08:45:00";"2013-07-15 09:30:00";"00:45:00";""
"JMM";"Gen Programming";"2013-07-16";"2013-07-16 11:15:00";"2013-07-16 11:30:00";"00:15:00";""
"JMM";"Gen Programming";"2013-07-17";"2013-07-17 08:30:00";"2013-07-17 08:45:00";"00:15:00";"email RE mass emailing
check server for directory 'support'"
"JMM";"Gen Programming";"2013-07-17";"2013-07-17 12:45:00";"2013-07-17 13:45:00";"01:00:00";""
"JMM";"Gen Programming";"2013-07-18";"2013-07-18 09:00:00";"2013-07-18 10:00:00";"00:59:59";""
"JMM";"Gen Programming";"2013-07-18";"2013-07-18 12:00:00";"2013-07-18 12:45:00";"00:44:59";""
"JMM";"Gen Programming";"2013-07-19";"2013-07-19 12:30:00";"2013-07-19 13:15:00";"00:45:00";""
"JMM";"Gen Programming";"2013-07-22";"2013-07-22 14:00:00";"2013-07-22 14:45:00";"00:45:00";""
"JMM";"Gen Programming";"2013-07-23";"2013-07-23 08:30:00";"2013-07-23 08:45:00";"00:15:00";"found / tested reseller server -- appears down"
"JMM";"Gen Programming";"2013-07-23";"2013-07-23 12:15:00";"2013-07-23 14:15:00";"02:00:00";""
"JMM";"Gen Programming";"2013-07-24";"2013-07-24 13:00:00";"2013-07-24 13:45:00";"00:44:59";""
"JMM";"Gen Programming";"2013-07-25";"2013-07-25 12:30:00";"2013-07-25 13:00:00";"00:30:00";""
"JMM";"Gen Programming";"2013-07-26";"2013-07-26 11:15:00";"2013-07-26 11:30:00";"00:15:00";""
"JMM";"Gen Programming";"2013-07-29";"2013-07-29 10:30:00";"2013-07-29 10:45:00";"00:15:00";""
"JMM";"Gen Programming";"2013-07-30";"2013-07-30 13:15:00";"2013-07-30 13:30:00";"00:14:59";""
"JMM";"Gen Programming";"2013-07-31";"2013-07-31 12:30:00";"2013-07-31 12:45:00";"00:15:00";""
"JMM";"Gen Programming";"2013-08-01";"2013-08-01 11:00:00";"2013-08-01 11:15:00";"00:15:00";""
"JMM";"Gen Programming";"2013-08-02";"2013-08-02 12:15:00";"2013-08-02 12:30:00";"00:14:59";""
"JMM";"Gen Programming";"2013-08-03";"2013-08-03 11:15:00";"2013-08-03 11:45:00";"00:30:00";""
"JMM";"Gen Programming";"2013-08-05";"2013-08-05 13:00:00";"2013-08-05 15:00:03";"02:00:03";""
"JMM";"Gen Programming";"2013-08-06";"2013-08-06 11:15:00";"2013-08-06 14:15:00";"03:00:00";""
"JMM";"Gen Programming";"2013-08-07";"2013-08-07 13:15:00";"2013-08-07 15:15:00";"01:59:59";""
"JMM";"Gen Programming";"2013-08-08";"2013-08-08 13:45:00";"2013-08-08 14:00:00";"00:14:59";""
"JMM";"Gen Programming";"2013-08-12";"2013-08-12 11:30:00";"2013-08-12 15:15:00";"03:44:59";""
"JMM";"Gen Programming";"2013-08-12";"2013-08-12 17:30:00";"2013-08-12 18:00:00";"00:29:59";"email mike limbo re d/l issue"
"JMM";"Gen Programming";"2013-08-13";"2013-08-13 12:15:00";"2013-08-13 15:00:00";"02:45:00";""
"JMM";"Gen Programming";"2013-08-14";"2013-08-14 13:00:00";"2013-08-14 14:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-08-15";"2013-08-15 13:00:00";"2013-08-15 13:15:00";"00:15:00";""
"JMM";"Gen Programming";"2013-08-16";"2013-08-16 11:45:00";"2013-08-16 12:00:00";"00:14:59";""
"JMM";"Gen Programming";"2013-08-22";"2013-08-22 14:00:00";"2013-08-22 15:30:00";"01:29:59";"add Selah"
"JMM";"Gen Programming";"2013-09-05";"2013-09-05 12:30:00";"2013-09-05 15:00:00";"02:30:00";"danica / danika 
pronunciation issue"
"JMM";"Gen Programming";"2013-09-11";"2013-09-11 11:00:00";"2013-09-11 13:00:00";"02:00:00";""
"JMM";"Gen Programming";"2013-09-11";"2013-09-11 13:45:00";"2013-09-11 15:45:00";"02:00:00";""
"JMM";"Gen Programming";"2013-09-14";"2013-09-14 09:00:09";"2013-09-14 11:00:00";"01:59:51";"setup mass mailing for Monday"
"JMM";"Gen Programming";"2013-09-16";"2013-09-16 09:30:00";"2013-09-16 12:15:00";"02:45:00";"mass emailing"
"JMM";"Gen Programming";"2013-09-17";"2013-09-17 08:30:00";"2013-09-17 09:45:00";"01:14:59";""
"JMM";"Gen Programming";"2013-09-18";"2013-09-18 13:15:00";"2013-09-18 15:30:00";"02:15:00";"shipping methods order
annicka / anicka"
"JMM";"Gen Programming";"2013-09-19";"2013-09-19 08:45:00";"2013-09-19 10:45:00";"01:59:59";"send follow up mass email"
"JMM";"Gen Programming";"2013-09-20";"2013-09-20 10:15:00";"2013-09-20 11:00:00";"00:44:59";""
"JMM";"Gen Programming";"2013-09-21";"2013-09-21 19:00:00";"2013-09-21 20:15:00";"01:15:00";"start mamasource promo codes"
"JMM";"Gen Programming";"2013-09-23";"2013-09-23 15:00:00";"2013-09-23 16:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-09-23";"2013-09-23 17:45:00";"2013-09-23 19:15:00";"01:29:59";"finish mamasource codes / sent codes"
"JMM";"Gen Programming";"2013-09-23";"2013-09-23 19:30:00";"2013-09-23 20:15:00";"00:44:59";"international shipping rates"
"JMM";"Gen Programming";"2013-09-24";"2013-09-24 17:30:00";"2013-09-24 19:00:00";"01:30:00";"prepare codes for groupon offer
answer shipping issues / questions"
"JMM";"Gen Programming";"2013-09-25";"2013-09-25 18:30:00";"2013-09-25 19:30:00";"01:00:00";"finish groupon codes"
"JMM";"Gen Programming";"2013-09-26";"2013-09-26 18:00:00";"2013-09-26 19:30:00";"01:29:59";"another 250 codes for mamasource"
"JMM";"Gen Programming";"2013-09-27";"2013-09-27 19:15:00";"2013-09-27 20:00:00";"00:44:59";"make US first choice on check out page"
"JMM";"Gen Programming";"2013-09-28";"2013-09-28 14:00:00";"2013-09-28 16:00:00";"02:00:00";"sort shipping methods by cost"
"JMM";"Gen Programming";"2013-10-04";"2013-10-04 18:00:00";"2013-10-04 19:15:00";"01:14:59";""
"JMM";"Gen Programming";"2013-10-05";"2013-10-05 09:30:00";"2013-10-05 10:00:00";"00:29:59";"change info on reseller page"
"JMM";"Gen Programming";"2013-10-05";"2013-10-05 12:45:00";"2013-10-05 13:45:00";"01:00:00";"produce codes for ??"
"JMM";"Gen Programming";"2013-10-06";"2013-10-06 18:00:00";"2013-10-06 20:00:00";"02:00:00";"special check / fix groupon codes"
"JMM";"Gen Programming";"2013-10-07";"2013-10-07 20:00:00";"2013-10-07 21:00:00";"01:00:00";"finish certifikids codes"
"JMM";"Gen Programming";"2013-10-09";"2013-10-09 12:30:00";"2013-10-09 13:30:00";"00:59:59";"certifikid codes
"
"JMM";"Gen Programming";"2013-10-09";"2013-10-09 13:00:00";"2013-10-09 13:45:00";"00:44:59";"research groupon order total issue"
"JMM";"Gen Programming";"2013-10-10";"2013-10-10 15:00:00";"2013-10-10 15:15:00";"00:15:00";"check stats"
"JMM";"Gen Programming";"2013-10-11";"2013-10-11 16:00:00";"2013-10-11 16:45:00";"00:44:59";"odd calculations with groupon and greeting card????"
"JMM";"Gen Programming";"2013-10-12";"2013-10-12 13:15:00";"2013-10-12 14:30:00";"01:14:59";"sort shipping methods by cost"
"JMM";"Gen Programming";"2013-10-15";"2013-10-15 12:15:00";"2013-10-15 14:00:00";"01:45:00";"happy promo / over ride shipping and total
"
"JMM";"Gen Programming";"2013-10-16";"2013-10-16 14:00:00";"2013-10-16 16:15:00";"02:14:59";""
"JMM";"Gen Programming";"2013-10-16";"2013-10-16 18:00:00";"2013-10-16 18:45:00";"00:44:59";""
"JMM";"Gen Programming";"2013-10-16";"2013-10-16 19:15:00";"2013-10-16 20:15:00";"00:59:59";""
"JMM";"Gen Programming";"2013-10-17";"2013-10-17 20:00:00";"2013-10-17 21:45:00";"01:45:00";""
"JMM";"Gen Programming";"2013-10-18";"2013-10-18 12:45:00";"2013-10-18 15:15:00";"02:30:00";""
"JMM";"Gen Programming";"2013-10-18";"2013-10-18 18:30:00";"2013-10-18 19:00:00";"00:30:00";""
"JMM";"Gen Programming";"2013-10-19";"2013-10-19 11:30:00";"2013-10-19 16:30:00";"04:59:59";"HAPPY PROMO TEST"
"JMM";"Gen Programming";"2013-10-19";"2013-10-19 16:30:00";"2013-10-19 17:45:00";"01:14:59";"eliminate DVD and book club from homepage and search results"
"JMM";"Gen Programming";"2013-10-22";"2013-10-22 10:00:00";"2013-10-22 11:45:00";"01:45:00";"emergency call regarding server being down"
"JMM";"Gen Programming";"2013-10-23";"2013-10-23 16:00:00";"2013-10-23 17:00:00";"01:00:00";"add pixel issue for infomercial
"
"JMM";"Gen Programming";"2013-10-24";"2013-10-24 13:15:00";"2013-10-24 16:15:00";"02:59:59";""
"JMM";"Gen Programming";"2013-10-24";"2013-10-24 20:00:00";"2013-10-24 21:30:00";"01:30:00";""
"JMM";"Gen Programming";"2013-10-25";"2013-10-25 09:15:00";"2013-10-25 11:45:00";"02:30:00";"tracking code for infomercial

work took 1.5 hr

add an hour because of the stress / drop everything"
"JMM";"Gen Programming";"2013-10-25";"2013-10-25 17:00:00";"2013-10-25 17:30:00";"00:30:00";"change text on shopping cart page"
"JMM";"Gen Programming";"2013-10-28";"2013-10-28 13:15:00";"2013-10-28 14:45:00";"01:30:00";"text changes / additions"
"JMM";"Gen Programming";"2013-10-29";"2013-10-29 13:30:00";"2013-10-29 14:30:00";"01:00:00";"another 200 codes for certifikid

"
"JMM";"Gen Programming";"2013-11-05";"2013-11-05 08:00:00";"2013-11-05 08:15:00";"00:14:59";"handle temper tandrum"
"JMM";"Gen Programming";"2013-11-05";"2013-11-05 08:30:00";"2013-11-05 12:30:00";"03:59:59";"change how price is calculated for happy promo"
"JMM";"Gen Programming";"2013-11-09";"2013-11-09 09:15:00";"2013-11-09 11:15:00";"02:00:00";"300 more certifikid codes"
"JMM";"Gen Programming";"2013-11-13";"2013-11-13 12:00:00";"2013-11-13 14:30:00";"02:29:59";"AFO/FPO shipping address"
"JMM";"Gen Programming";"2013-11-15";"2013-11-15 17:15:00";"2013-11-15 17:30:00";"00:14:59";"respond to Paul's email"
"JMM";"Gen Programming";"2013-11-26";"2013-11-26 11:15:00";"2013-11-26 13:45:00";"02:29:59";""
"JMM";"Gen Programming";"2013-11-26";"2013-11-26 16:00:00";"2013-11-26 17:00:00";"01:00:00";""
"JMM";"Gen Programming";"2013-11-27";"2013-11-27 18:30:00";"2013-11-27 19:15:00";"00:45:00";"change text on info page"
"JMM";"Gen Programming";"2013-11-29";"2013-11-29 09:30:00";"2013-11-29 10:15:00";"00:44:59";"reset term_taxonomy_id for records between 55210 - 553362"
"JMM";"Gen Programming";"2013-11-30";"2013-11-30 10:30:00";"2013-11-30 15:00:00";"04:29:59";"mass email
cancel mass email
try again
server queue filled"
"JMM";"Gen Programming";"2013-12-02";"2013-12-02 14:15:00";"2013-12-02 14:45:00";"00:30:01";"mass email"
"JMM";"Gen Programming";"2013-12-02";"2013-12-02 16:45:00";"2013-12-02 18:15:00";"01:30:00";"mass email"
"JMM";"Billing";"2013-02-07";"2013-02-07 17:30:00";"2013-02-07 18:30:00";"01:00:00";""
"JMM";"Billing";"2013-03-05";"2013-03-05 17:00:00";"2013-03-05 17:30:00";"00:30:00";""
"JMM";"Billing";"2013-06-19";"2013-06-19 09:45:00";"2013-06-19 12:00:00";"02:15:00";""
"JMM";"Billing";"2013-10-23";"2013-10-23 17:45:00";"2013-10-23 18:15:00";"00:30:00";""
"JMM";"Billing";"2013-10-30";"2013-10-30 18:00:00";"2013-10-30 21:00:00";"03:00:00";""
"JMM";"Phone Meeting";"2013-01-21";"2013-01-21 14:00:00";"2013-01-21 14:30:00";"00:30:00";""
"JMM";"Phone Meeting";"2013-02-20";"2013-02-20 09:00:00";"2013-02-20 09:30:00";"00:30:00";""
"JMM";"Phone Meeting";"2013-03-07";"2013-03-07 10:45:00";"2013-03-07 12:00:00";"01:15:00";""
"JMM";"Phone Meeting";"2013-05-20";"2013-05-20 13:30:00";"2013-05-20 14:00:00";"00:30:00";"RE special orders page
"
"JMM";"Phone Meeting";"2013-10-14";"2013-10-14 14:00:00";"2013-10-14 14:45:00";"00:45:00";""
"JMM";"Phone Meeting";"2013-10-14";"2013-10-14 19:30:00";"2013-10-14 20:00:00";"00:30:00";"follow up email from today's phone conversation"
"JMM";"Phone Meeting";"2013-11-26";"2013-11-26 10:45:00";"2013-11-26 11:00:00";"00:15:00";""
"JMM";"FINANCING";"2013-01-18";"2013-01-18 15:00:00";"2013-01-18 17:00:00";"02:00:00";""
"JMM";"FINANCING";"2013-02-21";"2013-02-21 14:00:00";"2013-02-21 16:00:00";"02:00:00";""
"JMM";"FINANCING";"2013-07-30";"2013-07-30 14:00:00";"2013-07-30 16:00:00";"02:00:00";""
"JMM";"FINANCING";"2013-11-27";"2013-11-27 13:00:00";"2013-11-27 16:00:00";"03:00:01";""
"WebMasters";"Programming";"2013-03-25";"2013-03-25 13:00:00";"2013-03-25 15:30:00";"02:30:00";"rewrite delete routine"
"WebMasters";"Programming";"2013-03-26";"2013-03-26 13:15:00";"2013-03-26 15:30:00";"02:14:59";""
"WebMasters";"Programming";"2013-03-27";"2013-03-27 12:00:00";"2013-03-27 12:30:00";"00:29:59";"delete routine"
"WebMasters";"Programming";"2013-03-27";"2013-03-27 12:30:00";"2013-03-27 12:45:00";"00:15:00";"test app"
"WebMasters";"Programming";"2013-03-28";"2013-03-28 13:00:00";"2013-03-28 15:00:00";"02:00:00";""
"WebMasters";"Programming";"2013-04-03";"2013-04-03 13:15:00";"2013-04-03 15:00:00";"01:44:59";""
"WebMasters";"Programming";"2013-04-06";"2013-04-06 13:45:00";"2013-04-06 15:00:00";"01:15:00";""
"WebMasters";"Programming";"2013-04-12";"2013-04-12 08:00:00";"2013-04-12 08:45:00";"00:45:00";"reserve QuoteMail LTD
"
"WebMasters";"Programming";"2013-04-17";"2013-04-17 13:30:00";"2013-04-17 15:30:00";"02:00:00";""
"WebMasters";"Programming";"2013-04-18";"2013-04-18 14:15:00";"2013-04-18 15:34:00";"01:19:00";""
"WebMasters";"Programming";"2013-04-19";"2013-04-19 09:00:00";"2013-04-19 13:30:00";"04:29:59";"finish buy page
"
"WebMasters";"Programming";"2013-04-20";"2013-04-20 12:00:00";"2013-04-20 15:30:00";"03:30:00";""
"WebMasters";"Programming";"2013-04-24";"2013-04-24 07:00:00";"2013-04-24 08:00:00";"01:00:00";"updated QuoteMail LT === again
deleted from iTunes queue and uploaded again after fixing issue"
"WebMasters";"Programming";"2013-04-23";"2013-04-23 13:00:00";"2013-04-23 17:00:00";"04:00:00";""
"WebMasters";"Programming";"2013-04-25";"2013-04-25 13:15:00";"2013-04-25 17:00:00";"03:45:00";""
"WebMasters";"Programming";"2013-04-26";"2013-04-26 17:00:00";"2013-04-26 18:45:00";"01:45:00";""
"WebMasters";"Programming";"2013-04-27";"2013-04-27 09:00:00";"2013-04-27 11:00:00";"02:00:00";"found issues in QuoteMail
1. after new install swiping backward display placeholders
2. after new install 'settings' page does not appear"
"WebMasters";"Programming";"2013-04-30";"2013-04-30 13:30:00";"2013-04-30 14:30:00";"01:00:00";""
"WebMasters";"Programming";"2013-04-30";"2013-04-30 18:30:00";"2013-04-30 21:00:00";"02:30:00";""
"WebMasters";"Programming";"2013-05-01";"2013-05-01 20:30:00";"2013-05-01 22:00:00";"01:30:00";""
"WebMasters";"Programming";"2013-05-02";"2013-05-02 13:00:00";"2013-05-02 15:00:00";"02:00:00";"finish QuoteMail LT / submit"
"WebMasters";"Programming";"2013-05-09";"2013-05-09 13:30:00";"2013-05-09 14:30:00";"01:00:00";"tested / compiled / submitted QuoteMail"
"WebMasters";"Programming";"2013-05-10";"2013-05-10 13:30:00";"2013-05-10 14:00:00";"00:30:00";""
"WebMasters";"Programming";"2013-05-14";"2013-05-14 10:30:00";"2013-05-14 11:00:00";"00:30:00";"update MacBook Pro windows XP"
"WebMasters";"Programming";"2013-05-14";"2013-05-14 16:45:00";"2013-05-14 20:45:00";"03:59:59";""
"WebMasters";"Programming";"2013-05-20";"2013-05-20 13:00:00";"2013-05-20 13:30:00";"00:30:00";"embedding info in picture
"
"WebMasters";"Programming";"2013-05-20";"2013-05-20 14:00:00";"2013-05-20 15:15:00";"01:15:00";"digital watermark on images"
"WebMasters";"Programming";"2013-05-20";"2013-05-20 19:00:00";"2013-05-20 21:00:00";"01:59:59";""
"WebMasters";"Programming";"2013-05-21";"2013-05-21 17:00:00";"2013-05-21 19:15:00";"02:14:59";""
"WebMasters";"Programming";"2013-05-23";"2013-05-23 18:15:00";"2013-05-23 20:15:00";"02:00:00";""
"WebMasters";"Programming";"2013-05-24";"2013-05-24 09:15:00";"2013-05-24 09:45:00";"00:30:00";""
"WebMasters";"Programming";"2013-06-03";"2013-06-03 17:45:00";"2013-06-03 18:00:00";"00:15:00";""
"WebMasters";"Programming";"2013-06-03";"2013-06-03 18:45:00";"2013-06-03 19:45:00";"01:00:00";""
"WebMasters";"Programming";"2013-06-04";"2013-06-04 19:30:00";"2013-06-04 20:45:00";"01:15:00";""
"WebMasters";"Programming";"2013-06-06";"2013-06-06 19:30:00";"2013-06-06 20:30:00";"01:00:00";""
"WebMasters";"Programming";"2013-06-10";"2013-06-10 17:15:00";"2013-06-10 18:15:00";"00:59:59";""
"WebMasters";"Programming";"2013-06-11";"2013-06-11 17:00:00";"2013-06-11 17:30:00";"00:29:59";""
"WebMasters";"Programming";"2013-06-11";"2013-06-11 17:45:00";"2013-06-11 19:15:00";"01:29:59";""
"WebMasters";"Programming";"2013-06-13";"2013-06-13 18:00:00";"2013-06-13 19:00:00";"01:00:00";""
"WebMasters";"Programming";"2013-06-18";"2013-06-18 18:00:00";"2013-06-18 19:30:00";"01:30:00";""
"WebMasters";"Programming";"2013-06-20";"2013-06-20 14:00:00";"2013-06-20 15:30:00";"01:30:00";""
"WebMasters";"Programming";"2013-06-20";"2013-06-20 17:30:00";"2013-06-20 18:45:00";"01:14:59";""
"WebMasters";"Programming";"2013-06-20";"2013-06-20 19:15:00";"2013-06-20 20:00:00";"00:44:59";""
"WebMasters";"Programming";"2013-06-21";"2013-06-21 11:30:00";"2013-06-21 14:45:00";"03:15:00";""
"WebMasters";"Programming";"2013-06-24";"2013-06-24 17:30:00";"2013-06-24 18:30:00";"00:59:59";""
"WebMasters";"Programming";"2013-06-25";"2013-06-25 13:45:00";"2013-06-25 14:30:00";"00:45:00";""
"WebMasters";"Programming";"2013-06-25";"2013-06-25 18:30:00";"2013-06-25 19:00:00";"00:30:00";""
"WebMasters";"Programming";"2013-06-25";"2013-06-25 17:00:00";"2013-06-25 18:00:00";"01:00:00";""
"WebMasters";"Programming";"2013-06-26";"2013-06-26 10:15:00";"2013-06-26 13:30:00";"03:15:00";""
"WebMasters";"Programming";"2013-06-26";"2013-06-26 16:00:00";"2013-06-26 16:30:00";"00:30:00";""
"WebMasters";"Programming";"2013-06-26";"2013-06-26 19:15:00";"2013-06-26 20:15:00";"01:00:00";""
"WebMasters";"Programming";"2013-06-27";"2013-06-27 18:30:00";"2013-06-27 20:00:00";"01:30:00";""
"WebMasters";"Programming";"2013-06-27";"2013-06-27 17:00:00";"2013-06-27 18:00:00";"01:00:00";""
"WebMasters";"Programming";"2013-06-28";"2013-06-28 18:30:00";"2013-06-28 20:00:00";"01:30:00";""
"WebMasters";"Programming";"2013-06-29";"2013-06-29 09:00:00";"2013-06-29 13:00:00";"04:00:00";""
"WebMasters";"Programming";"2013-07-01";"2013-07-01 11:30:00";"2013-07-01 15:45:00";"04:15:00";""
"WebMasters";"Programming";"2013-07-01";"2013-07-01 18:00:00";"2013-07-01 19:00:00";"00:59:59";""
"WebMasters";"Programming";"2013-07-02";"2013-07-02 08:45:00";"2013-07-02 09:30:00";"00:45:00";""
"WebMasters";"Programming";"2013-07-03";"2013-07-03 09:45:00";"2013-07-03 15:00:00";"05:15:00";""
"WebMasters";"Programming";"2013-07-03";"2013-07-03 16:45:00";"2013-07-03 17:45:00";"01:00:00";""
"WebMasters";"Programming";"2013-07-03";"2013-07-03 18:30:00";"2013-07-03 19:30:00";"01:00:00";""
"WebMasters";"Programming";"2013-07-06";"2013-07-06 13:00:00";"2013-07-06 15:30:00";"02:29:59";""
"WebMasters";"Programming";"2013-07-08";"2013-07-08 17:30:00";"2013-07-08 18:30:00";"01:00:00";""
